1,35
2,12
3,33
4,34
5,15
6,29
7,1
8,28
9,30
10,13
11,17
12,11
13,36
14,9
15,25
16,23
17,10
18,7
19,14
20,22
21,24
22,18
23,21
24,32
25,16
26,26
27,31
28,4
29,2
30,3
31,5
32,19
33,27
34,20
35,54
36,57
37,46
38,47
39,41
40,48
41,55
42,56
43,49
44,42
45,50
46,39
47,38
48,58
49,45
50,43
51,40
52,37
53,44
54,52
55,53
56,51
